Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Additional information (product.metafields.custom.additional_information),Condition (product.metafields.custom.condition),Designer (product.metafields.custom.designer),Dimensions (product.metafields.custom.dimensions),Key features (product.metafields.custom.key_features),Manufacturer (product.metafields.custom.manufacturer),Perfect for (product.metafields.custom.perfect_for),SEOWILL Badge ID (product.metafields.custom.seowill_badge_id),Shipping & pickup (product.metafields.custom.shipping_pickup),SLOY quality standard (product.metafields.custom.sloy_quality_standard),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Backrest type (product.metafields.shopify.backrest-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Light temperature (product.metafields.shopify.light-temperature),Outdoor furniture items included (product.metafields.shopify.outdoor-furniture-items-included),Seat structure (product.metafields.shopify.seat-structure),Seat type (product.metafields.shopify.seat-type),Upholstery material (product.metafields.shopify.upholstery-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
knabstrup-nautilus-vase-erik-reiff,Knabstrup Nautilus vase | Erik Reiff,"<p>Designed by Erik Reiff for Knabstrup Keramik, this vase belongs to the Nautilus series – a line characterised by organic, forms that reference natural geometries.</p><p>Produced in the 1970s or 1980s, the piece reflects the period's interest in biomorphic shapes within Scandinavian ceramics. Knabstrup's production quality is evident in the clean lines and consistent glaze application.</p>",,,,,true,Title,Default Title,,,,,,,,DEK-147,0,shopify,0,deny,manual,160,,true,true,,,,,,https://drive.google.com/uc?export=view&id=1xeGBTbPEAv9XXebZ1I1QD26zL9I94YQz,1,,false,,,,,,,,,,,,,,,"Perfect, NoS. No chips, cracks, or repairs.","Erik Reiff – Danish ceramicist active from the mid-20th century. Known for his work with Knabstrup Keramik, where he developed forms that balanced functional typologies with sculptural experimentation. The Nautilus series exemplifies his interest in natural forms translated into ceramic production.",16 × 8 × 8 cm,"Nautilus series – organic form
Danish ceramic production
Compact sculptural silhouette","Knabstrup Keramik – Danish ceramics manufacturer founded in 1897, Denmark. One of the oldest potteries in Scandinavia, Knabstrup transitioned from traditional stoneware to art ceramics in the 20th century, collaborating with designers to produce distinctive mid-century and late-century pieces.","A shelf, windowsill, or side table
Collectors of Scandinavian ceramics
Minimal and modern interiors",,"Free local pickup available (Kraków, Poland)
Shipping cost calculated individually based on your location
Contact us before purchase for a shipping quote",All vintage objects are carefully inspected and cleaned before sale. We ensure every piece meets our standards for authenticity and condition.,,,,,,,,,,,,,,,,,,,,active
knabstrup-nautilus-vase-erik-reiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1D3IFYVbcZWHA4SmYD4zRNuTNPVU3C3rs,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knabstrup-nautilus-vase-erik-reiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=13n4TG2q8gr6Veg1zDdjn2LPHTeaHOGUE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knabstrup-nautilus-vase-erik-reiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1zjdstdvgHfKwIej0ZDqc_VPHQrIX0kor,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knabstrup-nautilus-vase-erik-reiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1ew1tw3kkSbCGrbnxSQSW1NaAkA72p9cQ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knabstrup-nautilus-vase-erik-reiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1znSG2tnUK78FDkci21S74eHjYvjS4blZ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knabstrup-nautilus-vase-erik-reiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1AZERHpw1glWU3-xvO9FxN49r7PYgTmP_,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan-leuchten-fat-lava-ceramic-sconce-new-old-stock,Pan Leuchten fat lava ceramic sconce | New Old Stock,"<p>A 1970s ceramic wall sconce by Pan Leuchten, presented here as new old stock – unused and retained in its original packaging. The piece exemplifies the Fat Lava aesthetic that emerged from West German ceramics production during the 1960s and 1970s: thickly applied, volcanic-textured glazes over robust ceramic bodies.</p><p>This wall lamp has never been installed or used. It remains in mint condition, offering a rare opportunity to acquire a period lighting fixture without the wear typical of five decades of existence.</p><p>Fat Lava refers to a style of West German ceramic production characterised by thick, heavily textured glazes resembling volcanic rock or molite lava flows. The term was coined retrospectively by collectors. Production centred in the Westerwald and Rhineland regions, with numerous factories – including Scheurich, Carstens, and Bay Keramik – contributing to the style's proliferation. Lighting fixtures in this idiom are less common than vases and remain sought after for their material intensity.</p>",,,,,true,Title,Default Title,,,,,,,,LMP-077,0,shopify,0,deny,manual,2000,,true,true,,,,,,https://drive.google.com/uc?export=view&id=1GcuvJ01hcfeMvv9yojT6J0Smm4FzV8-t,1,,false,,,,,,,,,,,,,,,"Mint. The sconce itself is unused and shows no wear. Original packaging shows signs of age – the lid has begun to come loose and peel in places. Bubble wrap has been inserted beneath the lid for added protection during storage and transit.

This lamp has never been removed from its packaging and therefore has not undergone an electrical safety check. We can perform this inspection upon the buyer's specific request prior to shipping.",,33 × 33 × 11 cm,"Fat Lava ceramic – volcanic textured glaze
Unique piece, new old stock – unused, in original packaging
West German production, 1970s","About Pan Leuchten: Pan Leuchten was a West German lighting manufacturer active during the 1960s and 1970s, known for creating bold ceramic lamps with distinctive glazes and sculptural forms. Their pieces combined traditional ceramic craftsmanship with space-age aesthetics, creating unique lighting objects that are highly collectible today.","Collectors of Fat Lava ceramics and West German lighting
Hallways and entryways requiring sculptural accent lighting
Mid-century modern and brutalist interiors
Those seeking museum-condition vintage pieces",,"Free local pickup available (Kraków, Poland)
Shipping cost calculated individually based on your location
Contact us before purchase for a shipping quote","All vintage lighting is carefully inspected, electrically tested, and serviced before sale. We ensure every piece is safe and ready to enjoy in your home.",,,,,,,,,,,,,,,,,,,,active
pan-leuchten-fat-lava-ceramic-sconce-new-old-stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1InZjfoc61dn-Q0aKdTeent5KxKRsydPN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan-leuchten-fat-lava-ceramic-sconce-new-old-stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1xQ6o8csTUit8pe8slWiNVIqCMGOQz4UV,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan-leuchten-fat-lava-ceramic-sconce-new-old-stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1rlhNJ-6EHg-h2GLoSZKbA0kG7cGLN9Z7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan-leuchten-fat-lava-ceramic-sconce-new-old-stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1vq-LD4INxyhGwLRKhVyxSjUdvbziIqv8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan-leuchten-fat-lava-ceramic-sconce-new-old-stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1K9_vi7ctRiNddonlPgJuHo3PzZBeKfsh,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan-leuchten-fat-lava-ceramic-sconce-new-old-stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1UcRumzSqFiu2liUmQPCxRM5xTUDpqqRi,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan-leuchten-fat-lava-ceramic-sconce-new-old-stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1zztAdVL_IVhJG1cHWBcksu0oEru7jNCU,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pan-leuchten-fat-lava-ceramic-sconce-new-old-stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1iwCWqMNHaJP-KUR9KOIXMmiSprOl6bwl,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
